customer_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital.gains,capital.loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
10168,210,27,IL,500/1000,1,507,2,MALE,High School,farming-fishing,yachting,unmarried,1,174,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,11,3,NO,1,0,NO,439,1,443,373,Saab,95,5,N
10170,333,19,IN,250/500,2,318,2,MALE,High School,other-service,movies,not-in-family,309,354,Parked Car,Rear Collision,Minor Damage,None,NY,Hillsdale,11,1,NO,2,0,NO,485,1,467,553,Jeep,Wrangler,17,N
10171,133,24,IL,250/500,3,145,2,MALE,Associate,armed-forces,hiking,not-in-family,1,354,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,17,3,YES,1,0,NO,228,1,554,106,Jeep,Wrangler,12,N
10173,364,11,IL,250/500,1,628,2,MALE,College,protective-serv,board-games,wife,64,238,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,8,3,YES,2,0,YES,141,1,333,162,Dodge,Neon,7,N
10174,370,13,IN,250/500,3,291,6,FEMALE,MD,transport-moving,kayaking,wife,1,346,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,13,3,YES,1,2,YES,178,3,521,80,Volkswagen,Jetta,20,N
10175,206,26,IL,100/300,1,288,2,FEMALE,PhD,farming-fishing,kayaking,unmarried,192,354,Vehicle Theft,Side Collision,Trivial Damage,None,WV,Riverwood,18,1,NO,1,1,NO,387,2,81,318,Ford,Fusion,8,N
10176,232,28,IN,100/300,2,906,8,MALE,MD,tech-support,board-games,wife,1,105,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,6,1,NO,2,0,YES,656,1,192,438,Jeep,Wrangler,17,N
10177,63,16,IN,100/300,3,803,2,MALE,Masters,protective-serv,dancing,other-relative,1,354,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,2,1,NO,2,1,YES,622,2,576,645,Honda,Civic,4,N
10178,173,27,IL,250/500,1,337,2,FEMALE,PhD,prof-specialty,kayaking,other-relative,1,134,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,9,1,YES,1,1,YES,414,2,53,258,Volkswagen,Jetta,9,N
10181,344,18,OH,500/1000,2,805,2,MALE,Associate,handlers-cleaners,basketball,not-in-family,300,354,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,10,3,YES,3,0,YES,213,1,343,182,Audi,A3,12,N
10182,301,36,IL,500/1000,2,106,2,FEMALE,Masters,adm-clerical,reading,not-in-family,40,19,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,6,1,YES,3,3,NO,3,4,207,698,Dodge,Neon,3,N
10183,16,9,IN,250/500,3,512,6,FEMALE,Masters,tech-support,exercise,husband,169,354,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,5,1,YES,3,3,NO,740,4,202,620,Accura,RSX,15,N
10184,377,8,OH,100/300,3,537,9,MALE,JD,tech-support,cross-fit,other-relative,1,38,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,4,1,YES,2,1,YES,678,2,523,638,Chevrolet,Malibu,17,Y
10185,208,28,OH,100/300,1,171,9,MALE,Masters,craft-repair,sleeping,not-in-family,1,354,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,11,1,NO,1,2,NO,282,3,364,349,Mercedes,C300,19,N
10187,86,16,IL,100/300,2,60,2,FEMALE,JD,tech-support,bungie-jumping,unmarried,1,223,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,16,3,YES,2,1,NO,16,2,238,2,Audi,A3,15,N
10188,148,21,IN,250/500,2,678,2,FEMALE,JD,protective-serv,exercise,other-relative,1,87,Vehicle Theft,Front Collision,Minor Damage,Police,NY,Northbrook,24,1,YES,2,3,YES,284,4,365,230,Chevrolet,Tahoe,16,N
10189,372,7,IN,100/300,3,919,7,FEMALE,High School,tech-support,hiking,own-child,168,287,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,4,3,YES,2,0,YES,582,1,470,556,Honda,Civic,9,Y
10193,254,29,OH,100/300,2,518,2,FEMALE,MD,handlers-cleaners,basketball,unmarried,1,354,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,6,1,NO,1,3,NO,293,4,42,237,Mercedes,C300,18,N
10194,98,14,OH,500/1000,1,269,2,MALE,High School,other-service,hiking,husband,112,349,Vehicle Theft,Front Collision,Minor Damage,Police,VA,Hillsdale,23,1,YES,2,1,YES,532,2,442,507,Nissan,Maxima,21,N
10196,196,26,IL,500/1000,1,760,2,MALE,High School,handlers-cleaners,bungie-jumping,husband,1,354,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,10,2,YES,3,3,NO,296,4,492,300,Saab,95,12,N
10197,105,18,IN,250/500,2,650,2,MALE,MD,armed-forces,skydiving,own-child,1,354,Vehicle Theft,Side Collision,Trivial Damage,Police,WV,Springfield,18,1,YES,2,1,NO,247,2,352,312,Jeep,Grand Cherokee,7,Y
10198,134,25,OH,250/500,3,814,2,FEMALE,MD,adm-clerical,camping,not-in-family,1,354,Parked Car,Front Collision,Trivial Damage,None,WV,Arlington,21,1,YES,1,3,YES,234,4,449,242,Accura,MDX,12,N
10199,234,30,IL,250/500,3,584,2,MALE,Masters,armed-forces,bungie-jumping,own-child,128,51,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,10,1,YES,3,1,NO,358,2,72,293,Honda,Civic,20,N
10202,244,31,OH,250/500,3,807,2,MALE,PhD,transport-moving,base-jumping,not-in-family,252,5,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,18,1,YES,3,0,YES,615,1,536,658,Suburu,Legacy,12,N
10203,130,21,IN,250/500,2,385,9,FEMALE,High School,protective-serv,board-games,unmarried,1,354,Parked Car,Side Collision,Trivial Damage,Police,NY,Springfield,21,1,NO,1,2,NO,354,3,520,362,Chevrolet,Malibu,21,N
10205,152,21,IL,250/500,2,39,2,MALE,JD,sales,kayaking,husband,1,354,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,15,3,NO,2,2,YES,17,3,233,1,Saab,93,1,N
10206,134,25,OH,500/1000,3,304,2,FEMALE,Masters,tech-support,exercise,not-in-family,270,58,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,7,1,NO,3,1,NO,276,2,362,339,BMW,M5,17,N
10208,30,11,OH,500/1000,3,410,2,MALE,Masters,handlers-cleaners,golf,husband,1,354,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,7,3,YES,1,3,YES,560,4,507,615,Audi,A3,11,N
10209,245,30,IN,250/500,3,633,5,MALE,JD,adm-clerical,hiking,husband,1,354,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,6,4,NO,3,3,NO,460,4,154,336,Mercedes,C300,9,N
10210,285,35,IN,250/500,3,859,2,MALE,Associate,sales,reading,not-in-family,24,71,Parked Car,Side Collision,Trivial Damage,Police,WV,Columbus,23,1,NO,1,1,NO,720,2,587,662,Suburu,Legacy,8,N
10211,355,6,OH,250/500,2,776,2,FEMALE,High School,handlers-cleaners,movies,other-relative,1,354,Vehicle Theft,Rear Collision,Minor Damage,Police,NC,Hillsdale,22,1,NO,3,0,NO,390,1,10,282,Toyota,Corolla,21,N
10212,121,19,IN,500/1000,2,46,2,MALE,High School,priv-house-serv,skydiving,not-in-family,233,354,Vehicle Theft,Rear Collision,Trivial Damage,None,OH,Columbus,24,1,NO,2,2,YES,540,3,400,545,Dodge,RAM,5,N
10213,239,32,OH,100/300,1,718,8,MALE,High School,sales,yachting,other-relative,247,43,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,5,3,YES,3,3,YES,56,4,289,18,Volkswagen,Passat,15,N
10216,183,25,OH,100/300,1,382,2,MALE,PhD,craft-repair,bungie-jumping,other-relative,1,354,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Springfield,20,3,NO,2,2,YES,671,3,165,633,Audi,A3,12,Y
10217,360,8,IL,100/300,2,923,2,FEMALE,High School,machine-op-inspct,base-jumping,unmarried,1,354,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,7,1,NO,3,2,NO,424,3,22,425,Audi,A5,14,N
10218,269,10,OH,250/500,1,21,2,MALE,Masters,transport-moving,yachting,not-in-family,1,92,Vehicle Theft,Side Collision,Trivial Damage,None,NC,Springfield,10,1,NO,3,1,NO,559,2,506,492,BMW,X5,10,N
10219,234,28,IL,500/1000,3,432,2,FEMALE,MD,prof-specialty,exercise,not-in-family,22,354,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Hillsdale,1,1,YES,3,3,YES,531,4,441,505,Saab,92x,4,Y
10220,192,25,OH,100/300,1,695,8,MALE,College,priv-house-serv,camping,other-relative,1,354,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbrook,15,3,NO,2,0,NO,371,1,603,297,BMW,X6,5,N
10222,210,31,OH,250/500,3,632,2,FEMALE,College,other-service,exercise,own-child,147,354,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,10,1,NO,3,2,NO,30,3,377,12,Jeep,Grand Cherokee,18,N
10223,236,32,IL,500/1000,1,965,2,FEMALE,High School,sales,yachting,husband,1,354,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,12,1,YES,1,0,NO,187,1,591,100,Chevrolet,Silverado,1,N
10224,257,32,IL,250/500,3,247,6,MALE,Associate,sales,board-games,wife,185,310,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,10,3,YES,2,1,NO,318,2,437,361,Mercedes,E400,1,N
10228,245,34,IL,500/1000,1,51,2,FEMALE,Associate,prof-specialty,bungie-jumping,not-in-family,1,354,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,13,1,YES,1,2,NO,168,3,291,91,Toyota,Corolla,11,Y
10229,267,35,IL,100/300,3,799,2,FEMALE,MD,craft-repair,kayaking,unmarried,1,263,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,3,3,YES,2,3,NO,350,4,454,392,Saab,93,21,N
10231,75,16,OH,100/300,1,91,2,FEMALE,High School,machine-op-inspct,base-jumping,wife,264,289,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,11,1,NO,1,2,YES,261,3,325,349,Honda,CRV,11,N
10232,210,28,OH,500/1000,1,165,8,MALE,JD,prof-specialty,dancing,own-child,75,203,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Arlington,11,1,NO,3,3,YES,52,4,419,35,Volkswagen,Passat,11,N
10233,145,24,IN,250/500,3,71,2,FEMALE,Masters,machine-op-inspct,exercise,husband,95,240,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,22,4,YES,3,1,YES,515,2,488,583,Toyota,Highlander,12,N
10234,81,17,IL,100/300,2,276,2,MALE,MD,handlers-cleaners,paintball,own-child,253,290,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Hillsdale,12,3,YES,3,0,NO,658,1,156,499,Nissan,Pathfinder,5,N
10237,391,14,IN,100/300,1,61,5,MALE,JD,craft-repair,golf,unmarried,1,354,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,10,1,YES,2,1,NO,104,2,304,108,Dodge,RAM,5,N
10238,11,8,IL,500/1000,2,926,2,MALE,MD,sales,cross-fit,own-child,98,354,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,13,3,NO,3,3,NO,645,4,504,608,Audi,A3,2,Y
10240,59,19,IN,500/1000,1,811,2,FEMALE,Masters,farming-fishing,dancing,own-child,193,354,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1,1,YES,2,1,YES,87,2,261,105,Suburu,Legacy,5,N
10241,159,25,IL,250/500,1,699,2,FEMALE,MD,armed-forces,cross-fit,own-child,1,354,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,9,1,NO,1,0,YES,258,1,355,321,Saab,92x,21,N
10243,99,22,OH,500/1000,2,947,2,FEMALE,JD,exec-managerial,camping,other-relative,75,193,Parked Car,Rear Collision,Trivial Damage,None,SC,Hillsdale,3,1,YES,3,1,YES,421,2,435,492,Nissan,Ultima,7,N
10244,83,18,IL,100/300,2,380,2,FEMALE,College,tech-support,paintball,own-child,187,194,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,15,3,NO,3,2,NO,463,3,36,340,Dodge,RAM,18,N
10245,387,10,OH,250/500,1,863,2,MALE,Associate,armed-forces,board-games,other-relative,1,297,Vehicle Theft,Side Collision,Trivial Damage,None,PA,Springfield,18,1,YES,2,2,NO,44,3,252,24,Mercedes,E400,20,N
10246,263,33,IN,500/1000,1,711,2,FEMALE,Associate,tech-support,golf,other-relative,237,24,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Arlington,22,1,YES,1,3,YES,598,4,173,537,Dodge,RAM,18,Y
10247,109,10,IL,250/500,1,473,2,FEMALE,JD,machine-op-inspct,golf,not-in-family,1,354,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbend,12,1,YES,1,2,YES,336,3,447,380,Saab,92x,14,N
10248,179,26,OH,100/300,3,404,6,FEMALE,JD,other-service,chess,own-child,1,106,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,8,3,YES,1,1,YES,761,2,176,703,Chevrolet,Tahoe,16,Y
10251,22,10,OH,250/500,3,353,2,FEMALE,Associate,transport-moving,yachting,unmarried,144,49,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,6,2,YES,1,1,NO,292,2,6,269,Suburu,Forrestor,15,Y
10252,16,9,OH,250/500,3,647,7,MALE,MD,sales,yachting,other-relative,1,354,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Northbend,13,3,NO,2,2,NO,668,3,164,628,Ford,F150,17,Y
10253,153,22,OH,100/300,3,310,2,FEMALE,High School,transport-moving,bungie-jumping,husband,1,131,Vehicle Theft,Front Collision,Trivial Damage,Police,WV,Springfield,20,1,YES,2,1,NO,593,2,477,657,Saab,95,4,N
10254,314,43,OH,250/500,3,48,2,MALE,PhD,transport-moving,movies,wife,104,296,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Riverwood,15,1,YES,3,3,NO,260,4,407,299,Nissan,Maxima,10,Y
10255,110,5,OH,500/1000,1,804,2,FEMALE,JD,tech-support,base-jumping,wife,1,354,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,15,3,NO,3,2,NO,426,3,57,394,Chevrolet,Tahoe,8,Y
10257,119,18,IL,250/500,3,187,2,MALE,Associate,craft-repair,base-jumping,other-relative,1,354,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,9,3,YES,2,0,YES,204,1,339,172,Accura,TL,10,N
10258,190,25,OH,500/1000,2,386,2,MALE,Associate,machine-op-inspct,cross-fit,other-relative,1,354,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Columbus,6,1,YES,1,1,NO,330,2,104,229,Mercedes,C300,16,Y
10259,155,22,IL,100/300,3,478,2,FEMALE,MD,sales,base-jumping,husband,1,354,Vehicle Theft,Front Collision,Trivial Damage,Police,NY,Springfield,13,1,YES,2,3,YES,357,4,457,397,Toyota,Camry,20,N
10263,142,25,OH,250/500,3,674,10,MALE,College,machine-op-inspct,golf,husband,1,56,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Arlington,10,3,NO,1,1,NO,537,2,142,474,Volkswagen,Passat,19,Y
10264,155,22,IN,500/1000,2,415,9,MALE,Masters,armed-forces,base-jumping,other-relative,1,133,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,20,3,YES,2,1,NO,397,2,45,370,Dodge,RAM,7,N
10266,278,39,IL,250/500,3,573,2,FEMALE,High School,craft-repair,movies,own-child,172,354,Vehicle Theft,Front Collision,Trivial Damage,Police,NC,Hillsdale,24,1,NO,2,0,NO,511,1,24,435,Audi,A5,5,N
10267,157,27,IL,250/500,1,791,2,MALE,JD,machine-op-inspct,hiking,wife,59,54,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,Columbus,24,3,NO,3,2,YES,252,3,403,178,Toyota,Camry,12,Y
10268,248,11,IN,500/1000,2,845,2,FEMALE,JD,handlers-cleaners,video-games,unmarried,177,145,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,16,3,NO,1,0,YES,641,1,547,575,BMW,X5,15,N
10269,64,19,OH,100/300,3,82,2,MALE,Associate,protective-serv,reading,other-relative,1,247,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,Springfield,8,3,YES,1,3,NO,105,4,306,115,Nissan,Pathfinder,7,N
10272,182,22,IL,100/300,1,332,2,FEMALE,Associate,other-service,camping,wife,295,354,Parked Car,Side Collision,Minor Damage,None,NY,Hillsdale,21,1,NO,1,0,NO,39,1,245,24,Audi,A3,18,N
10273,237,29,IL,100/300,2,89,2,MALE,MD,craft-repair,paintball,other-relative,336,354,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Arlington,16,4,YES,3,0,YES,557,1,40,480,Jeep,Grand Cherokee,16,Y
10275,128,21,IL,500/1000,2,571,2,FEMALE,Masters,other-service,skydiving,other-relative,161,13,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,9,3,NO,1,2,NO,457,3,32,333,Ford,Fusion,3,N
10276,154,25,IN,500/1000,3,422,2,FEMALE,Associate,machine-op-inspct,board-games,own-child,1,322,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Riverwood,3,3,YES,1,1,NO,77,2,284,76,Jeep,Wrangler,14,N
10278,175,23,OH,100/300,3,583,2,MALE,PhD,prof-specialty,cross-fit,unmarried,205,354,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Northbrook,19,1,NO,2,0,YES,376,1,364,349,BMW,M5,10,Y
10279,12,15,IL,100/300,2,849,2,FEMALE,JD,armed-forces,exercise,not-in-family,1,354,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,21,3,YES,1,1,YES,447,2,65,412,Nissan,Pathfinder,17,Y
10280,228,20,IL,100/300,3,7,8,FEMALE,College,other-service,sleeping,own-child,1,354,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,8,3,YES,3,1,YES,543,2,499,479,BMW,X6,3,N
10281,170,21,OH,250/500,1,597,2,FEMALE,JD,craft-repair,movies,unmarried,1,342,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,Columbus,5,3,NO,2,3,YES,156,4,542,97,Nissan,Ultima,18,N
10282,94,15,IN,100/300,1,487,2,FEMALE,Associate,craft-repair,cross-fit,wife,79,77,Vehicle Theft,Rear Collision,Trivial Damage,Police,NY,Arlington,18,1,NO,3,1,NO,164,2,577,88,Chevrolet,Malibu,19,Y
10283,112,22,OH,250/500,2,433,2,FEMALE,PhD,transport-moving,video-games,not-in-family,1,354,Vehicle Theft,Rear Collision,Minor Damage,Police,SC,Northbrook,7,1,YES,1,0,YES,500,1,89,337,Jeep,Grand Cherokee,9,N
10286,9,15,IL,500/1000,3,424,2,FEMALE,High School,adm-clerical,kayaking,not-in-family,1,101,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Northbrook,23,1,YES,1,1,YES,531,2,441,505,Accura,MDX,14,N
10287,72,13,IN,100/300,1,5,8,MALE,JD,priv-house-serv,hiking,not-in-family,29,354,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,7,3,YES,3,0,NO,437,1,62,406,Suburu,Forrestor,5,N
10288,130,22,OH,100/300,3,159,2,FEMALE,Associate,transport-moving,golf,not-in-family,284,354,Vehicle Theft,Rear Collision,Trivial Damage,None,SC,Riverwood,21,1,YES,2,0,NO,438,1,442,507,Toyota,Camry,3,N
10289,379,7,IN,250/500,1,241,2,FEMALE,JD,handlers-cleaners,movies,husband,1,354,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,21,1,YES,2,2,YES,480,3,522,521,Ford,Escape,19,Y
10290,283,21,IN,500/1000,1,329,6,FEMALE,College,sales,hiking,own-child,1,55,Parked Car,Front Collision,Minor Damage,Police,VA,Northbrook,23,1,NO,1,2,NO,715,3,160,623,BMW,3 Series,19,N
10292,350,22,IL,250/500,2,864,2,MALE,College,protective-serv,golf,other-relative,256,48,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,1,3,YES,1,2,NO,221,3,56,152,BMW,X5,16,N
10293,275,13,IL,250/500,2,517,2,FEMALE,High School,handlers-cleaners,polo,husband,1,7,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Northbend,7,3,NO,2,0,NO,245,1,23,104,BMW,X6,20,Y
10294,54,16,IL,500/1000,1,374,2,MALE,High School,sales,dancing,wife,1,154,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,6,1,YES,3,2,NO,4,3,184,708,Mercedes,ML350,4,N
10298,158,21,IL,100/300,3,873,2,FEMALE,College,handlers-cleaners,dancing,wife,1,354,Parked Car,Rear Collision,Trivial Damage,Police,SC,Northbend,18,1,NO,3,3,YES,50,4,1,59,Dodge,RAM,9,N
10299,103,17,IL,500/1000,3,593,2,FEMALE,MD,adm-clerical,golf,not-in-family,1,354,Parked Car,Rear Collision,Minor Damage,None,WV,Northbend,22,1,YES,2,0,YES,357,1,358,331,Nissan,Pathfinder,9,N
10301,170,25,IL,100/300,3,933,2,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,1,88,Vehicle Theft,Side Collision,Trivial Damage,Police,SC,Riverwood,8,1,NO,2,3,NO,616,4,442,614,Audi,A5,14,N
10302,11,13,IL,100/300,2,20,7,MALE,Associate,handlers-cleaners,yachting,own-child,12,340,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,15,3,YES,2,2,YES,749,3,236,617,Honda,CRV,7,N
10303,340,26,IL,100/300,2,572,2,MALE,College,sales,base-jumping,other-relative,56,208,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,17,3,YES,1,2,NO,714,3,215,531,Jeep,Wrangler,19,N
10304,178,22,IL,250/500,3,190,7,MALE,JD,transport-moving,camping,wife,1,62,Parked Car,Side Collision,Trivial Damage,Police,NY,Columbus,20,1,NO,1,2,NO,315,3,435,216,Ford,F150,3,N
10307,16,11,IL,250/500,3,315,4,FEMALE,PhD,farming-fishing,kayaking,own-child,1,354,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,2,1,YES,2,1,YES,246,2,614,227,Mercedes,ML350,2,Y
10308,59,19,IN,250/500,3,515,2,FEMALE,Associate,protective-serv,cross-fit,unmarried,121,354,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,7,3,NO,2,2,YES,352,3,402,423,Nissan,Maxima,4,Y
10310,74,18,IL,250/500,2,327,2,MALE,Masters,armed-forces,golf,husband,1,92,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,14,3,NO,3,2,NO,152,3,304,197,BMW,3 Series,14,N
10311,164,23,OH,100/300,2,428,2,FEMALE,PhD,sales,dancing,other-relative,322,354,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,3,3,NO,3,2,YES,667,3,162,627,Toyota,Camry,20,Y
10313,66,15,OH,100/300,2,451,2,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,1,83,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,1,1,YES,1,0,YES,60,1,495,36,Suburu,Legacy,18,N
10314,310,41,OH,500/1000,1,469,2,MALE,PhD,protective-serv,board-games,own-child,91,354,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,3,3,NO,3,2,NO,496,3,478,432,Toyota,Corolla,20,N
10315,383,12,IL,250/500,2,435,10,FEMALE,Masters,machine-op-inspct,golf,unmarried,120,354,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,6,3,YES,3,0,YES,693,1,108,625,BMW,X6,15,N
10316,167,24,IL,500/1000,1,395,2,FEMALE,MD,transport-moving,bungie-jumping,wife,1,90,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,7,1,NO,3,1,YES,600,2,174,539,Nissan,Ultima,4,N
10317,185,28,OH,500/1000,1,524,2,MALE,High School,exec-managerial,bungie-jumping,not-in-family,1,354,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,16,3,NO,2,3,YES,738,4,174,650,BMW,X5,15,N
10318,186,27,IN,500/1000,2,627,2,FEMALE,Associate,adm-clerical,camping,wife,93,262,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,23,3,YES,2,1,NO,446,2,29,449,Accura,MDX,4,N
10321,143,19,IL,100/300,2,764,2,FEMALE,High School,sales,video-games,wife,244,37,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,10,1,YES,1,2,YES,665,3,469,649,Toyota,Corolla,11,N
10322,49,12,IN,250/500,2,773,2,MALE,JD,adm-clerical,polo,husband,224,144,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,6,3,YES,1,3,YES,432,4,99,365,Dodge,RAM,16,N
10323,177,26,IL,250/500,3,769,2,MALE,High School,handlers-cleaners,movies,husband,1,354,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,19,1,YES,2,2,YES,49,3,254,51,BMW,3 Series,18,N
10324,249,32,OH,500/1000,3,902,2,FEMALE,Masters,priv-house-serv,board-games,other-relative,1,354,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,7,3,NO,1,2,NO,131,3,327,79,Audi,A3,21,N
10325,389,8,IL,250/500,1,333,2,MALE,College,exec-managerial,sleeping,not-in-family,1,354,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,19,2,YES,3,2,NO,202,3,338,171,Honda,CRV,6,Y
10327,217,31,IL,100/300,2,486,2,FEMALE,High School,farming-fishing,bungie-jumping,own-child,1,111,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,15,3,YES,1,2,YES,477,3,415,453,Volkswagen,Jetta,9,N
10328,187,29,IN,100/300,1,808,2,MALE,PhD,craft-repair,yachting,own-child,1,354,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,17,3,YES,1,0,YES,470,1,75,440,Chevrolet,Tahoe,20,N
10329,168,22,IN,250/500,3,533,2,MALE,MD,armed-forces,base-jumping,husband,1,354,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,21,3,YES,1,2,YES,230,3,312,213,Audi,A3,8,Y
10333,376,7,IN,250/500,3,347,2,FEMALE,JD,tech-support,base-jumping,unmarried,272,192,Parked Car,Side Collision,Trivial Damage,None,SC,Northbend,23,1,NO,3,2,YES,309,3,608,212,Nissan,Ultima,11,N
10334,5,8,IL,500/1000,1,523,2,FEMALE,MD,prof-specialty,reading,husband,1,354,Parked Car,Front Collision,Trivial Damage,None,VA,Arlington,19,1,YES,3,2,NO,43,3,394,14,Suburu,Legacy,1,N
